Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Cd S  
     -4.47000      0.00000      0.00000      0.00000
     -4.46000      0.00000      0.00000      0.00000
     -4.45000      0.00000      0.00000      0.00000
     -4.44000      0.00000      0.00000      0.00000
     -4.43000      0.00000      0.00000      0.00000
     -4.42000      0.00000      0.00000      0.00000
     -4.41000      0.00000      0.00000      0.00000
     -4.40000      0.00000      0.00000      0.00000
     -4.39000      0.00000      0.00000      0.00000
     -4.38000      0.00000      0.00000      0.00000
     -4.37000      0.00000      0.00000      0.00000
     -4.36000     -0.00023     -0.00013     -0.00010
     -4.35000     -0.01413     -0.00807     -0.00605
     -4.34000     -0.31970     -0.18267     -0.13703
     -4.33000     -2.66127     -1.52063     -1.14064
     -4.32000     -8.14518     -4.65409     -3.49108
     -4.31000     -9.15312     -5.23004     -3.92308
     -4.30000     -3.74168     -2.13803     -1.60365
     -4.29000     -0.49085     -0.28059     -0.21026
     -4.28000      0.07136      0.04058      0.03078
     -4.27000      0.12311      0.07003      0.05308
     -4.26000      0.15916      0.09045      0.06870
     -4.25000      0.19700      0.11189      0.08511
     -4.24000      0.18734      0.10634      0.08100
     -4.23000      0.16391      0.09297      0.07094
     -4.22000      0.17305      0.09806      0.07498
     -4.21000      0.20083      0.11373      0.08710
     -4.20000      0.23803      0.13490      0.10312
     -4.19000      0.31177      0.17838      0.13339
     -4.18000      0.49407      0.28799      0.20608
     -4.17000      0.77958      0.45944      0.32015
     -4.16000      1.01482      0.60094      0.41388
     -4.15000      1.23055      0.72988      0.50066
     -4.14000      1.51972      0.90104      0.61868
     -4.13000      1.69935      1.00801      0.69135
     -4.12000      1.75980      1.04395      0.71585
     -4.11000      1.83854      1.08828      0.75026
     -4.10000      2.09681      1.23863      0.85818
     -4.09000      2.47684      1.46223      1.01461
     -4.08000      2.71401      1.60074      1.11328
     -4.07000      2.93843      1.72880      1.20963
     -4.06000      3.13740      1.84319      1.29421
     -4.05000      3.23326      1.89934      1.33392
     -4.04000      3.27247      1.91926      1.35321
     -4.03000      3.51997      2.06296      1.45701
     -4.02000      3.84904      2.25833      1.59071
     -4.01000      3.98532      2.33932      1.64600
     -4.00000      4.06289      2.38346      1.67943
     -3.99000      4.31245      2.52970      1.78275
     -3.98000      4.82331      2.83145      1.99186
     -3.97000      5.32851      3.13077      2.19773
     -3.96000      5.58083      3.27750      2.30334
     -3.95000      5.68126      3.32846      2.35280
     -3.94000      5.51305      3.22237      2.29067
     -3.93000      5.46418      3.18906      2.27512
     -3.92000      5.57216      3.24644      2.32572
     -3.91000      5.61311      3.26408      2.34903
     -3.90000      5.84750      3.39685      2.45065
     -3.89000      6.17638      3.58527      2.59111
     -3.88000      6.23894      3.61826      2.62068
     -3.87000      6.29250      3.64416      2.64834
     -3.86000      6.33314      3.66264      2.67050
     -3.85000      6.24195      3.60627      2.63569
     -3.84000      5.91236      3.41156      2.50080
     -3.83000      5.03361      2.89972      2.13389
     -3.82000      4.10685      2.36104      1.74581
     -3.81000      3.77700      2.16811      1.60890
     -3.80000      3.73865      2.14473      1.59392
     -3.79000      3.66662      2.10095      1.56566
     -3.78000      3.29970      1.88578      1.41392
     -3.77000      2.78118      1.58428      1.19690
     -3.76000      2.73990      1.55584      1.18406
     -3.75000      3.35300      1.90232      1.45068
     -3.74000      3.68520      2.09280      1.59240
     -3.73000      3.02921      1.72032      1.30889
     -3.72000      2.21273      1.25402      0.95871
     -3.71000      2.01391      1.13923      0.87468
     -3.70000      2.27768      1.28747      0.99021
     -3.69000      2.63801      1.48895      1.14906
     -3.68000      2.77692      1.56316      1.21376
     -3.67000      2.80407      1.57264      1.23143
     -3.66000      2.70296      1.51078      1.19217
     -3.65000      2.55262      1.42667      1.12595
     -3.64000      2.33502      1.30885      1.02617
     -3.63000      2.14814      1.20517      0.94297
     -3.62000      2.12622      1.18910      0.93712
     -3.61000      2.21428      1.23227      0.98202
     -3.60000      2.23516      1.23945      0.99572
     -3.59000      2.23524      1.23750      0.99775
     -3.58000      2.41694      1.33647      1.08047
     -3.57000      2.52653      1.39408      1.13244
     -3.56000      2.48882      1.36897      1.11985
     -3.55000      2.60129      1.42596      1.17532
     -3.54000      2.95661      1.61522      1.34139
     -3.53000      3.02790      1.65201      1.37589
     -3.52000      2.53073      1.38283      1.14791
     -3.51000      2.19629      1.20128      0.99501
     -3.50000      2.20498      1.20464      1.00034
     -3.49000      2.37176      1.29207      1.07969
     -3.48000      2.48391      1.34974      1.13416
     -3.47000      2.44884      1.32783      1.12101
     -3.46000      2.47414      1.33779      1.13635
     -3.45000      2.42712      1.30937      1.11776
     -3.44000      2.34185      1.26190      1.07995
     -3.43000      2.23860      1.20553      1.03307
     -3.42000      2.12781      1.14169      0.98612
     -3.41000      2.18196      1.16500      1.01697
     -3.40000      2.31733      1.23443      1.08290
     -3.39000      2.49095      1.32284      1.16811
     -3.38000      2.50454      1.32669      1.17785
     -3.37000      2.09470      1.11135      0.98335
     -3.36000      1.65412      0.88102      0.77310
     -3.35000      1.51710      0.80699      0.71010
     -3.34000      1.59507      0.84455      0.75052
     -3.33000      1.67295      0.88452      0.78842
     -3.32000      1.50954      0.79945      0.71009
     -3.31000      1.23822      0.65577      0.58245
     -3.30000      1.28927      0.68115      0.60812
     -3.29000      1.55864      0.82194      0.73669
     -3.28000      1.61842      0.85106      0.76736
     -3.27000      1.45520      0.76230      0.69290
     -3.26000      1.33842      0.69900      0.63942
     -3.25000      1.37023      0.71502      0.65521
     -3.24000      1.37152      0.71493      0.65658
     -3.23000      1.34077      0.69700      0.64377
     -3.22000      1.59559      0.82537      0.77021
     -3.21000      1.98743      1.02236      0.96506
     -3.20000      1.99886      1.02657      0.97229
     -3.19000      1.59104      0.81964      0.77140
     -3.18000      1.19748      0.61802      0.57946
     -3.17000      1.11087      0.57083      0.54003
     -3.16000      1.13412      0.57937      0.55475
     -3.15000      1.08463      0.55497      0.52966
     -3.14000      1.05927      0.54454      0.51473
     -3.13000      1.05704      0.54239      0.51465
     -3.12000      1.04308      0.53159      0.51149
     -3.11000      1.04259      0.52994      0.51265
     -3.10000      1.05251      0.53739      0.51512
     -3.09000      1.17447      0.59915      0.57532
     -3.08000      1.33230      0.67337      0.65892
     -3.07000      1.33428      0.66705      0.66723
     -3.06000      1.08022      0.53439      0.54583
     -3.05000      0.93208      0.45664      0.47544
     -3.04000      1.04919      0.51251      0.53668
     -3.03000      1.22880      0.59922      0.62958
     -3.02000      1.38684      0.66760      0.71924
     -3.01000      1.51611      0.72850      0.78761
     -3.00000      1.50941      0.73409      0.77532
     -2.99000      1.31515      0.63697      0.67818
     -2.98000      1.17494      0.55405      0.62089
     -2.97000      1.19107      0.54213      0.64894
     -2.96000      1.13470      0.50486      0.62984
     -2.95000      0.99786      0.44457      0.55330
     -2.94000      0.98577      0.44314      0.54263
     -2.93000      1.02883      0.47215      0.55669
     -2.92000      1.16813      0.53971      0.62843
     -2.91000      1.25282      0.56790      0.68492
     -2.90000      1.13072      0.50489      0.62583
     -2.89000      1.02735      0.45519      0.57216
     -2.88000      1.05014      0.46364      0.58651
     -2.87000      1.15839      0.50601      0.65237
     -2.86000      1.22731      0.53807      0.68924
     -2.85000      1.30362      0.57881      0.72481
     -2.84000      1.24001      0.54769      0.69232
     -2.83000      1.10047      0.47655      0.62392
     -2.82000      1.17779      0.49883      0.67896
     -2.81000      1.41491      0.60123      0.81368
     -2.80000      1.48644      0.63555      0.85089
     -2.79000      1.40762      0.61033      0.79729
     -2.78000      1.27961      0.55648      0.72313
     -2.77000      1.15451      0.48953      0.66498
     -2.76000      1.09918      0.44592      0.65326
     -2.75000      1.10249      0.43832      0.66417
     -2.74000      1.22439      0.49344      0.73095
     -2.73000      1.32051      0.54160      0.77891
     -2.72000      1.28325      0.53222      0.75103
     -2.71000      1.15951      0.47943      0.68008
     -2.70000      1.11747      0.44459      0.67288
     -2.69000      1.12027      0.43312      0.68715
     -2.68000      1.12458      0.44440      0.68017
     -2.67000      1.27658      0.51319      0.76339
     -2.66000      1.33666      0.53312      0.80354
     -2.65000      1.31513      0.51166      0.80347
     -2.64000      1.63471      0.61878      1.01593
     -2.63000      2.19207      0.81484      1.37722
     -2.62000      2.60517      0.96226      1.64290
     -2.61000      2.75771      1.02304      1.73467
     -2.60000      2.72486      1.01130      1.71356
     -2.59000      2.73679      1.02155      1.71524
     -2.58000      2.70974      1.00515      1.70460
     -2.57000      2.62567      0.95861      1.66706
     -2.56000      2.55985      0.93300      1.62685
     -2.55000      2.41690      0.87801      1.53889
     -2.54000      2.33704      0.84002      1.49702
     -2.53000      2.52638      0.91281      1.61357
     -2.52000      2.68238      0.97509      1.70729
     -2.51000      2.59407      0.93808      1.65600
     -2.50000      2.40450      0.86259      1.54191
     -2.49000      2.20633      0.78656      1.41977
     -2.48000      2.08656      0.74126      1.34530
     -2.47000      2.20798      0.78823      1.41975
     -2.46000      2.50043      0.90026      1.60018
     -2.45000      2.59025      0.93380      1.65645
     -2.44000      2.45394      0.87927      1.57466
     -2.43000      2.31735      0.82857      1.48878
     -2.42000      2.12168      0.75548      1.36620
     -2.41000      2.01079      0.71440      1.29639
     -2.40000      2.04508      0.72383      1.32125
     -2.39000      2.08662      0.73046      1.35616
     -2.38000      2.14858      0.74926      1.39932
     -2.37000      2.21117      0.77917      1.43200
     -2.36000      2.28904      0.81634      1.47270
     -2.35000      2.40964      0.86233      1.54730
     -2.34000      2.40937      0.85725      1.55212
     -2.33000      2.23925      0.78395      1.45530
     -2.32000      2.13577      0.73794      1.39783
     -2.31000      2.19863      0.75885      1.43979
     -2.30000      2.19103      0.75151      1.43952
     -2.29000      2.08153      0.70317      1.37836
     -2.28000      2.05099      0.69427      1.35672
     -2.27000      2.06640      0.70768      1.35871
     -2.26000      2.17812      0.73589      1.44223
     -2.25000      2.34615      0.78387      1.56228
     -2.24000      2.48608      0.83523      1.65085
     -2.23000      2.56230      0.87103      1.69127
     -2.22000      2.52224      0.86690      1.65534
     -2.21000      2.42466      0.83843      1.58623
     -2.20000      2.42117      0.83188      1.58929
     -2.19000      2.44347      0.82377      1.61970
     -2.18000      2.36211      0.78563      1.57649
     -2.17000      2.39109      0.78785      1.60324
     -2.16000      2.69185      0.87329      1.81856
     -2.15000      2.94005      0.94610      1.99395
     -2.14000      3.04639      0.98276      2.06363
     -2.13000      2.99243      0.96539      2.02704
     -2.12000      2.78653      0.90380      1.88274
     -2.11000      2.75413      0.90733      1.84680
     -2.10000      2.88582      0.95782      1.92799
     -2.09000      2.84783      0.93903      1.90880
     -2.08000      2.64135      0.84952      1.79183
     -2.07000      2.39567      0.75319      1.64249
     -2.06000      2.28238      0.71753      1.56485
     -2.05000      2.41956      0.76440      1.65516
     -2.04000      2.75233      0.86798      1.88435
     -2.03000      3.00018      0.94469      2.05548
     -2.02000      3.07916      0.96965      2.10951
     -2.01000      3.03005      0.95842      2.07164
     -2.00000      2.95389      0.93082      2.02306
     -1.99000      3.02052      0.94468      2.07584
     -1.98000      3.14079      0.98733      2.15346
     -1.97000      3.16593      1.00116      2.16478
     -1.96000      3.16175      0.98861      2.17314
     -1.95000      3.20727      0.98856      2.21871
     -1.94000      3.18147      0.98374      2.19773
     -1.93000      3.02548      0.94445      2.08103
     -1.92000      3.00148      0.93856      2.06292
     -1.91000      3.19065      0.98290      2.20775
     -1.90000      3.08034      0.93523      2.14511
     -1.89000      2.82054      0.85331      1.96723
     -1.88000      3.03888      0.92336      2.11552
     -1.87000      3.55690      1.07239      2.48451
     -1.86000      3.84052      1.15077      2.68975
     -1.85000      3.79797      1.14407      2.65390
     -1.84000      3.59428      1.07399      2.52029
     -1.83000      3.40456      1.00131      2.40326
     -1.82000      3.31577      0.96623      2.34954
     -1.81000      3.38732      0.98693      2.40039
     -1.80000      3.33137      0.97210      2.35927
     -1.79000      3.28998      0.96252      2.32746
     -1.78000      3.46213      1.01722      2.44491
     -1.77000      3.63116      1.07079      2.56037
     -1.76000      3.54502      1.04788      2.49714
     -1.75000      3.44285      1.01108      2.43177
     -1.74000      3.58787      1.04396      2.54391
     -1.73000      3.62572      1.05217      2.57355
     -1.72000      3.65482      1.05706      2.59776
     -1.71000      3.78975      1.09470      2.69505
     -1.70000      3.71478      1.07501      2.63977
     -1.69000      3.46160      1.00024      2.46137
     -1.68000      3.43624      0.98994      2.44630
     -1.67000      3.38737      0.97406      2.41330
     -1.66000      3.35687      0.96274      2.39413
     -1.65000      3.59338      1.02729      2.56610
     -1.64000      3.75326      1.06638      2.68688
     -1.63000      3.85023      1.09617      2.75406
     -1.62000      3.87972      1.11745      2.76228
     -1.61000      3.82783      1.10836      2.71947
     -1.60000      3.67032      1.05308      2.61724
     -1.59000      3.44164      0.96419      2.47744
     -1.58000      3.33022      0.91409      2.41614
     -1.57000      3.35342      0.91846      2.43496
     -1.56000      3.66042      1.00785      2.65257
     -1.55000      4.02475      1.10632      2.91843
     -1.54000      4.31443      1.17825      3.13618
     -1.53000      4.38125      1.19809      3.18316
     -1.52000      4.09119      1.12967      2.96152
     -1.51000      3.79799      1.05314      2.74484
     -1.50000      3.81905      1.05215      2.76690
     -1.49000      3.92325      1.07558      2.84767
     -1.48000      3.72621      1.02191      2.70430
     -1.47000      3.53205      0.96766      2.56439
     -1.46000      3.79104      1.03283      2.75822
     -1.45000      4.15922      1.12584      3.03339
     -1.44000      4.11191      1.11359      2.99832
     -1.43000      3.83740      1.04048      2.79692
     -1.42000      3.99558      1.07444      2.92114
     -1.41000      4.27620      1.14302      3.13318
     -1.40000      4.27208      1.14271      3.12938
     -1.39000      4.16615      1.11403      3.05212
     -1.38000      4.17765      1.11087      3.06679
     -1.37000      4.12538      1.09179      3.03358
     -1.36000      4.05823      1.07186      2.98637
     -1.35000      4.25303      1.13187      3.12117
     -1.34000      4.61651      1.23508      3.38143
     -1.33000      4.77358      1.26646      3.50712
     -1.32000      4.59141      1.20938      3.38203
     -1.31000      4.35269      1.14737      3.20532
     -1.30000      4.12553      1.08647      3.03906
     -1.29000      4.19732      1.10378      3.09354
     -1.28000      4.61403      1.20162      3.41240
     -1.27000      4.87191      1.25059      3.62133
     -1.26000      5.17076      1.32120      3.84956
     -1.25000      5.47379      1.39855      4.07525
     -1.24000      5.18181      1.31888      3.86293
     -1.23000      4.80474      1.22221      3.58253
     -1.22000      4.89179      1.24900      3.64279
     -1.21000      5.12889      1.31018      3.81871
     -1.20000      4.89711      1.25253      3.64458
     -1.19000      4.67774      1.18776      3.48998
     -1.18000      4.90751      1.23194      3.67557
     -1.17000      5.16233      1.29625      3.86608
     -1.16000      5.38123      1.35537      4.02585
     -1.15000      5.72632      1.43485      4.29147
     -1.14000      6.10885      1.51443      4.59442
     -1.13000      6.16971      1.52036      4.64935
     -1.12000      5.84700      1.43804      4.40896
     -1.11000      5.70607      1.40173      4.30434
     -1.10000      5.82160      1.42293      4.39867
     -1.09000      5.94395      1.44036      4.50359
     -1.08000      6.33960      1.52903      4.81057
     -1.07000      6.24911      1.50552      4.74358
     -1.06000      6.03375      1.45557      4.57818
     -1.05000      6.59505      1.58298      5.01207
     -1.04000      7.41671      1.76363      5.65308
     -1.03000      7.45453      1.76798      5.68655
     -1.02000      6.78773      1.61711      5.17062
     -1.01000      6.65862      1.58756      5.07106
     -1.00000      6.60251      1.56638      5.03613
     -0.99000      5.90722      1.39917      4.50804
     -0.98000      5.28026      1.25219      4.02807
     -0.97000      5.16682      1.22280      3.94402
     -0.96000      5.42367      1.27902      4.14465
     -0.95000      5.67927      1.33442      4.34485
     -0.94000      5.57577      1.30734      4.26842
     -0.93000      5.00629      1.17202      3.83427
     -0.92000      4.50138      1.05250      3.44888
     -0.91000      4.43709      1.03477      3.40232
     -0.90000      4.86808      1.13007      3.73802
     -0.89000      5.31784      1.23076      4.08708
     -0.88000      5.25575      1.21788      4.03787
     -0.87000      4.78214      1.10895      3.67319
     -0.86000      4.38448      1.01311      3.37137
     -0.85000      4.26800      0.98127      3.28674
     -0.84000      4.28802      0.98182      3.30620
     -0.83000      4.26253      0.97245      3.29008
     -0.82000      4.23826      0.96349      3.27477
     -0.81000      4.45852      1.01186      3.44665
     -0.80000      4.49452      1.02054      3.47398
     -0.79000      3.13694      0.71560      2.42134
     -0.78000     -3.55542     -0.79139     -2.76404
     -0.77000    -14.13949     -3.17658    -10.96291
     -0.76000    -11.88950     -2.67580     -9.21369
     -0.75000     -1.29275     -0.29616     -0.99659
     -0.74000      3.07691      0.68379      2.39312
     -0.73000      3.58249      0.79147      2.79102
     -0.72000      3.71963      0.81489      2.90474
     -0.71000      3.77099      0.82600      2.94499
     -0.70000      3.33696      0.73769      2.59927
     -0.69000      3.09763      0.69093      2.40670
     -0.68000      3.20762      0.70936      2.49826
     -0.67000      3.16637      0.69162      2.47475
     -0.66000      3.21166      0.69868      2.51298
     -0.65000      3.37443      0.73444      2.63999
     -0.64000      3.24166      0.70275      2.53891
     -0.63000      2.65808      0.57314      2.08495
     -0.62000      2.30268      0.49488      1.80780
     -0.61000      2.52427      0.54333      1.98094
     -0.60000      2.85470      0.61408      2.24062
     -0.59000      3.10776      0.66315      2.44460
     -0.58000      2.86139      0.60687      2.25452
     -0.57000      2.28002      0.48768      1.79233
     -0.56000      2.15978      0.46520      1.69458
     -0.55000      2.37594      0.50617      1.86976
     -0.54000      2.73810      0.57603      2.16207
     -0.53000      2.89907      0.60827      2.29080
     -0.52000      2.44663      0.51371      1.93292
     -0.51000      1.89844      0.39501      1.50343
     -0.50000      1.76180      0.36317      1.39863
     -0.49000      2.12154      0.43685      1.68469
     -0.48000      2.49293      0.51178      1.98115
     -0.47000      2.21034      0.45263      1.75771
     -0.46000      1.78347      0.36554      1.41793
     -0.45000      1.79724      0.36944      1.42779
     -0.44000      2.06206      0.42202      1.64004
     -0.43000      2.29262      0.46532      1.82729
     -0.42000      2.16148      0.43530      1.72618
     -0.41000      1.82436      0.36598      1.45838
     -0.40000      1.62942      0.32764      1.30178
     -0.39000      1.62162      0.32448      1.29713
     -0.38000      1.80041      0.35581      1.44460
     -0.37000      1.75192      0.34527      1.40665
     -0.36000      1.57437      0.31134      1.26303
     -0.35000      1.51326      0.29879      1.21447
     -0.34000      1.53910      0.30096      1.23814
     -0.33000      1.71417      0.33258      1.38160
     -0.32000      1.75026      0.34102      1.40924
     -0.31000      1.67994      0.33023      1.34971
     -0.30000      1.49874      0.29336      1.20538
     -0.29000      1.35209      0.26012      1.09197
     -0.28000      1.26841      0.24123      1.02718
     -0.27000      1.22085      0.23104      0.98981
     -0.26000      1.36952      0.25860      1.11093
     -0.25000      1.38153      0.26188      1.11965
     -0.24000      1.23116      0.23356      0.99760
     -0.23000      1.18000      0.22147      0.95852
     -0.22000      1.32500      0.24655      1.07845
     -0.21000      1.37782      0.25561      1.12221
     -0.20000      1.07902      0.19978      0.87923
     -0.19000      0.87676      0.16116      0.71561
     -0.18000      0.99596      0.18150      0.81446
     -0.17000      1.09564      0.19894      0.89670
     -0.16000      0.96657      0.17595      0.79061
     -0.15000      0.92543      0.16816      0.75727
     -0.14000      1.00314      0.18057      0.82257
     -0.13000      0.95838      0.17185      0.78653
     -0.12000      0.79778      0.14281      0.65497
     -0.11000      0.74013      0.13134      0.60879
     -0.10000      0.74671      0.13163      0.61508
     -0.09000      0.70209      0.12321      0.57888
     -0.08000      0.67103      0.11707      0.55396
     -0.07000      0.64726      0.11242      0.53485
     -0.06000      0.57241      0.09943      0.47297
     -0.05000      0.39397      0.06752      0.32644
     -0.04000     -0.89969     -0.16407     -0.73563
     -0.03000     -5.82787     -1.04235     -4.78552
     -0.02000    -12.28015     -2.16165    -10.11851
     -0.01000    -17.83946     -3.02629    -14.81317
      0.00000    -21.04395     -3.49111    -17.55284
      0.01000    -12.08153     -1.99520    -10.08632
      0.02000     -2.67582     -0.44161     -2.23421
      0.03000     -0.21944     -0.03621     -0.18323
      0.04000     -0.00663     -0.00109     -0.00553
      0.05000      0.00000      0.00000      0.00000
      0.06000      0.00000      0.00000      0.00000
      0.07000      0.00000      0.00000      0.00000
      0.08000      0.00000      0.00000      0.00000
      0.09000      0.00000      0.00000      0.00000
      0.10000      0.00000      0.00000      0.00000
      0.11000      0.00000      0.00000      0.00000
      0.12000      0.00000      0.00000      0.00000
      0.13000      0.00000      0.00000      0.00000
      0.14000      0.00000      0.00000      0.00000
      0.15000      0.00000      0.00000      0.00000
      0.16000      0.00000      0.00000      0.00000
      0.17000      0.00000      0.00000      0.00000
      0.18000      0.00000      0.00000      0.00000
      0.19000      0.00000      0.00000      0.00000
      0.20000      0.00000      0.00000      0.00000
      0.21000      0.00000      0.00000      0.00000
      0.22000      0.00000      0.00000      0.00000
      0.23000      0.00000      0.00000      0.00000
      0.24000      0.00000      0.00000      0.00000
      0.25000      0.00000      0.00000      0.00000
      0.26000      0.00000      0.00000      0.00000
      0.27000      0.00000      0.00000      0.00000
      0.28000      0.00000      0.00000      0.00000
      0.29000      0.00000      0.00000      0.00000
      0.30000      0.00000      0.00000      0.00000
      0.31000      0.00000      0.00000      0.00000
      0.32000      0.00000      0.00000      0.00000
      0.33000      0.00000      0.00000      0.00000
      0.34000      0.00000      0.00000      0.00000
      0.35000      0.00000      0.00000      0.00000
      0.36000      0.00000      0.00000      0.00000
      0.37000      0.00000      0.00000      0.00000
      0.38000      0.00000      0.00000      0.00000
      0.39000      0.00000      0.00000      0.00000
      0.40000      0.00000      0.00000      0.00000
      0.41000      0.00000      0.00000      0.00000
      0.42000      0.00000      0.00000      0.00000
      0.43000      0.00000      0.00000      0.00000
      0.44000      0.00000      0.00000      0.00000
      0.45000      0.00000      0.00000      0.00000
      0.46000      0.00000      0.00000      0.00000
      0.47000      0.00000      0.00000      0.00000
      0.48000      0.00000      0.00000      0.00000
      0.49000      0.00000      0.00000      0.00000
      0.50000      0.00000      0.00000      0.00000
      0.51000      0.00000      0.00000      0.00000
      0.52000      0.00000      0.00000      0.00000
      0.53000      0.00000      0.00000      0.00000
      0.54000      0.00000      0.00000      0.00000
      0.55000      0.00000      0.00000      0.00000
      0.56000      0.00000      0.00000      0.00000
      0.57000      0.00000      0.00000      0.00000
      0.58000      0.00000      0.00000      0.00000
      0.59000      0.00000      0.00000      0.00000
      0.60000      0.00000      0.00000      0.00000
      0.61000      0.00000      0.00000      0.00000
      0.62000      0.00000      0.00000      0.00000
      0.63000      0.00000      0.00000      0.00000
      0.64000      0.00000      0.00000      0.00000
      0.65000      0.00000      0.00000      0.00000
      0.66000      0.00000      0.00000      0.00000
      0.67000      0.00000      0.00000      0.00000
      0.68000      0.00000      0.00000      0.00000
      0.69000      0.00000      0.00000      0.00000
      0.70000      0.00000      0.00000      0.00000
      0.71000      0.00000      0.00000      0.00000
      0.72000      0.00000      0.00000      0.00000
      0.73000      0.00000      0.00000      0.00000
      0.74000      0.00000      0.00000      0.00000
      0.75000      0.00000      0.00000      0.00000
      0.76000      0.00000      0.00000      0.00000
      0.77000      0.00000      0.00000      0.00000
      0.78000      0.00000      0.00000      0.00000
      0.79000      0.00000      0.00000      0.00000
      0.80000      0.00000      0.00000      0.00000
      0.81000      0.00000      0.00000      0.00000
      0.82000      0.00000      0.00000      0.00000
      0.83000      0.00000      0.00000      0.00000
      0.84000      0.00000      0.00000      0.00000
      0.85000      0.00000      0.00000      0.00000
      0.86000      0.00000      0.00000      0.00000
      0.87000      0.00000      0.00000      0.00000
      0.88000      0.00000      0.00000      0.00000
      0.89000      0.00000      0.00000      0.00000
      0.90000      0.00000      0.00000      0.00000
      0.91000      0.00000      0.00000      0.00000
      0.92000      0.00000      0.00000      0.00000
      0.93000      0.00000      0.00000      0.00000
      0.94000      0.00000      0.00000      0.00000
      0.95000      0.00000      0.00000      0.00000
      0.96000      0.00000      0.00000      0.00000
      0.97000      0.00000      0.00000      0.00000
      0.98000      0.00000      0.00000      0.00000
      0.99000      0.00000      0.00000      0.00000
      1.00000      0.00000      0.00000      0.00000
      1.01000      0.00000      0.00000      0.00000
      1.02000      0.00000      0.00000      0.00000
      1.03000      0.00000      0.00000      0.00000
      1.04000      0.00000      0.00000      0.00000
      1.05000      0.00000      0.00000      0.00000
      1.06000      0.00000      0.00000      0.00000
      1.07000      0.00000      0.00000      0.00000
      1.08000      0.00000      0.00000      0.00000
      1.09000      0.00000      0.00000      0.00000
      1.10000      0.00000      0.00000      0.00000
      1.11000      0.00000      0.00000      0.00000
      1.12000      0.00000      0.00000      0.00000
      1.13000     -0.00277     -0.00262     -0.00015
      1.14000     -0.09597     -0.09080     -0.00517
      1.15000     -1.22238     -1.15649     -0.06589
      1.16000     -5.72752     -5.41879     -0.30874
      1.17000     -9.87260     -9.34043     -0.53217
      1.18000     -6.26039     -5.92293     -0.33746
      1.19000     -1.46024     -1.38153     -0.07871
      1.20000     -0.12288     -0.11632     -0.00656
      1.21000      0.00841      0.00764      0.00077
      1.22000      0.02288      0.02105      0.00183
      1.23000      0.01564      0.01439      0.00125
      1.24000      0.00392      0.00361      0.00031
      1.25000      0.00037      0.00034      0.00003
      1.26000      0.00017      0.00015      0.00002
      1.27000      0.00228      0.00203      0.00025
      1.28000      0.01253      0.01116      0.00137
      1.29000      0.02893      0.02574      0.00319
      1.30000      0.03515      0.03122      0.00392
      1.31000      0.02579      0.02287      0.00291
      1.32000      0.00943      0.00836      0.00107
      1.33000      0.00141      0.00125      0.00016
      1.34000      0.00038      0.00033      0.00005
